index,Data
0,0.07306666623295885
1,0.27589674647647466
2,1.2884639295380218
3,0.8621043903994877
4,1.6949635211281404
5,0.24067069280076314
6,0.910161137596363
7,1.1895006882867745
8,0.8829686401535872
9,0.9906059529302749
10,0.17184060210881968
11,-0.03531574343208335
12,0.20873744482836792
13,0.8078377211990727
14,0.9640191920469637
15,0.5996289682210676
16,2.302917096380768
17,0.4205872636539999
18,0.761269329702039
19,0.9015136398177631
20,1.6416991073826814
21,1.404429972273702
22,0.8251657877418495
23,2.317257450309567
24,1.1888156693175547
25,1.6425438698833486
26,1.8108666436489536
27,0.3733844934546648
28,-0.3805767743739167
29,0.5308990887114058
30,1.037113611018151
31,0.3151507258948024
32,0.7390145770561944
33,1.5028873946812131
34,0.06105070162112236
35,0.4093166445567056
36,1.9225373792088678
37,0.8426364833640608
38,1.2744396630904167
39,1.5821768400196998
40,-0.0050314456340054825
41,1.2385575840818783
42,1.4033767159088064
43,0.5279733225708398
44,1.6899462026107068
45,1.12918763140564
46,1.573593865951668
47,0.941033076204604
48,0.46780479513550416
49,1.4615054700094257
50,0.4179034099550097
51,0.3708945809026941
52,3.301801518965471
53,-0.059553901338629145
54,0.13818444004796723
55,0.2675267910958305
56,0.5727571881086152
57,0.356361863705401
58,1.6852834631559104
59,1.960894036605338
60,1.073958939315054
61,-0.024754605266670948
62,0.2910263396733437
63,2.5600156960225036
64,1.9614665823172317
65,0.7454162442171177
66,0.5443527641497319
67,1.2223318901541034
68,1.5581416947462228
69,0.6690303121467616
70,0.3433064988587002
71,-0.01714905909136577
72,0.09174333118572228
73,0.4674227720064741
74,1.5926624846564608
75,1.7060483400153987
76,-0.3981522078296324
77,1.2565986016391837
78,1.7352485088272778
79,2.294374984319378
80,1.8930205000798428
81,0.2073865468631985
82,1.2183082314460392
83,1.4481325807336343
84,0.3253980244614033
85,1.019890542187757
86,1.5215035660269227
87,0.10826647617918495
88,-0.2576649707162357
89,-0.16318617335286117
90,0.6791062484513036
91,1.7542498271214926
92,0.15158663660447147
93,0.674271153569935
94,1.2045919139946213
95,1.0719847685744721
96,0.5446954482668614
97,0.47512958282877193
98,0.33679548296653566
99,1.1598907015548607
100,0.1456251316403372
101,0.14210462522828457
102,1.26084922661195
103,0.5384231986632051
104,1.2522092963640834
105,0.48131464088587406
106,-0.10673851801457235
107,0.41640236656384866
108,0.42902564442847807
109,1.9975994393405057
110,0.9002475905473921
111,1.5693937774585425
112,1.9236273190683046
113,-0.16678970086146006
114,1.177402205326751
115,0.3282272450289332
116,0.937922141547342
117,1.5573109396916673
118,1.1976187026220453
119,1.370552908207687
120,0.4556273243845249
121,0.1105859242548447
122,0.26130230757741035
123,0.3653617988624659
124,-0.23096047264802627
125,0.22811047839877285
126,1.2703787844913996
127,0.37401681735290115
128,0.47414099464575976
129,0.7888276392691156
130,0.540786927827083
131,0.2782866045293683
132,0.5980890482905833
133,0.8262243637039413
134,1.5626805981634613
135,1.0473507041554921
136,1.4238024010113386
137,1.7475141843972004
138,0.9273135429794691
139,0.2321967822570878
140,0.8641008419927997
141,1.3645568210002497
142,0.17050486366279388
143,0.0822396301986961
144,1.013782765368008
145,-0.023549021244020175
146,0.47442637792235626
147,0.5525862259838125
148,1.446098777064892
149,-0.06320020446423089
150,0.2964407052003596
151,1.0486141324905072
152,1.4774035402415078
153,0.5633379181273068
154,0.023761403484594767
155,0.07511210576656499
156,0.5922460957080823
157,1.4078949720876575
158,0.742628219040568
159,0.9235266527093964
160,-0.02201720586551386
161,1.6784822131450292
162,0.17026492896681017
163,1.10116171339599
164,0.27427190890038294
165,0.3719531381357424
166,2.208433640241619
167,-0.1134550056717124
168,0.40037786913367773
169,1.3701404515642381
170,0.9059013217801624
171,0.5754495717861037
172,2.1540080245290425
173,0.20440036740428724
174,1.7312039690270535
175,0.5567007344687431
176,0.23032200871424924
177,0.38871757229585896
178,-0.049134625782034334
179,0.4859991280711655
180,0.40920251502008126
181,0.12459077681826633
182,0.2490478529963458
183,1.5016667168475766
184,1.3834436437544821
185,1.1821882243099544
186,0.0798120700918934
187,0.08116717729310495
188,-0.08987083736572132
189,0.36186681521646735
190,0.6003537057460888
191,0.7386042559382753
192,0.9894641301495212
193,1.0853509310130114
194,0.4219477189137139
195,0.5786781023829897
196,0.4188494379294314
197,1.0723887056903354
198,2.7635906274757502
199,0.40830709839179946
200,1.9648115349759978
201,-0.038174611624197274
202,1.148134942925916
203,0.47829075167175067
204,0.8732827041569928
205,2.0459956157876262
206,0.7547087771320611
207,0.27672278720626475
208,1.2721505753688265
209,0.874888016467359
210,1.0474183477303116
211,0.8966617927297945
212,0.5416663775653834
213,0.21678200131897016
214,0.5428276444976823
215,1.1702430187519388
216,0.34149947588525364
217,0.02418539051527213
218,0.5445287018724778
219,0.666209617491653
220,0.05635540741055359
221,1.3089573400361791
222,0.9164535016257568
223,1.3643892264363426
224,-0.46708501871395647
225,0.2212760747064204
226,1.6349898299793262
227,0.9579542533631088
228,0.13151120345760708
229,0.5452880711634875
